"rxnID"	"source"	"panID_RAVEN_kegg"	"panID_RAVEN_biocyc"	"panID_inter"	"panID_union"
"metacyc:RXN-19387"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_1358 or yHMPu5000034883_Peterozyma_xylosa@Seq_4347"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_1358;yHMPu5000034883_Peterozyma_xylosa@Seq_4347"
"metacyc:RXN-19386"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_3789 or yHMPu5000034883_Peterozyma_xylosa@Seq_4380"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_3789;yHMPu5000034883_Peterozyma_xylosa@Seq_4380"
"metacyc:RXN-19385"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_3789 or yHMPu5000034883_Peterozyma_xylosa@Seq_4380"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_3789;yHMPu5000034883_Peterozyma_xylosa@Seq_4380"
"metacyc:RXN-19376"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_852 or yHMPu5000034883_Peterozyma_xylosa@Seq_1646"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_852;yHMPu5000034883_Peterozyma_xylosa@Seq_1646"
"metacyc:RXN-19375"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_852 or yHMPu5000034883_Peterozyma_xylosa@Seq_1646"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_852;yHMPu5000034883_Peterozyma_xylosa@Seq_1646"
"metacyc:TRANS-RXN-375"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_4865"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_4865"
"MNXR116657"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_4706"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_4706"
"MNXR114913"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_2361"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_2361"
"MNXR119044"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_748 or yHMPu5000034883_Peterozyma_xylosa@Seq_2572 or yHMPu5000034883_Peterozyma_xylosa@Seq_3549 or yHMPu5000034883_Peterozyma_xylosa@Seq_3787"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_748;yHMPu5000034883_Peterozyma_xylosa@Seq_2572;yHMPu5000034883_Peterozyma_xylosa@Seq_3549;yHMPu5000034883_Peterozyma_xylosa@Seq_3787"
"MNXR107687"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_2112"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_2112"
"MNXR116615"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_5278"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_5278"
"MNXR103044"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_5794"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_5794"
"MNXR116609"	"RAVEN_biocyc"	NA	"yHMPu5000034883_Peterozyma_xylosa@Seq_4389"	""	"yHMPu5000034883_Peterozyma_xylosa@Seq_4389"
